corpus	raw	size	create_ms	extract_ms	ratio	ok
table/7z9	9128841	1393151	2586	86	0.1526	true
table/aahl-v4	9128841	1674390	49718	203	0.1834	true
table/aahl-v5	9128841	1538846	149334	164	0.1686	true
table/rar	9128841	1681802	527	58	0.1842	true
table/xz	9128841	1395056	5165	79	0.1528	true
table/zip6	9128841	1688084	1416	68	0.1849	true
table/zstd	9128841	1508699	6466	26	0.1653	true
