input	chunk	run	mode	raw_bytes	total_bytes	framing_bytes	payload_bytes	model_bytes	fold_bytes	encode_us	decode_us	ok
corpus_set/random/random.bin	8	0	order0	65536	69749	4014	65735	0	70537	0	0	1
corpus_set/random/random.bin	8	0	order1_tok	65536	81252	4014	77238	0	70537	0	0	1
corpus_set/random/random.bin	8	0	order1_byte	65536	66459	10	66449	0	70537	0	0	1
corpus_set/random/random.bin	8	0	context	65536	81602	4018	77584	0	70537	205150	35486	1
corpus_set/random/random.bin	8	1	context	65536	81602	4018	77584	0	70537	205234	27127	1
corpus_set/random/random.bin	8	2	context	65536	81602	4018	77584	0	70537	203902	27499	1
corpus_set/random/random.bin	9	0	fold	65536	70156	4864	65292	0	70156	0	0	1
corpus_set/random/random.bin	9	0	order0	65536	69435	3686	65749	0	70156	0	0	1
corpus_set/random/random.bin	9	0	order1_tok	65536	80711	3686	77025	0	70156	0	0	1
corpus_set/random/random.bin	9	0	order1_byte	65536	66538	10	66528	0	70156	0	0	1
corpus_set/random/random.bin	9	0	context	65536	81003	3690	77313	0	70156	187623	35518	1
corpus_set/random/random.bin	9	1	context	65536	81003	3690	77313	0	70156	189083	24641	1
corpus_set/random/random.bin	9	2	context	65536	81003	3690	77313	0	70156	185814	25745	1
corpus_set/random/random.bin	10	0	fold	65536	70358	5104	65254	0	70358	0	0	1
corpus_set/random/random.bin	10	0	order0	65536	69606	3878	65728	0	70358	0	0	1
corpus_set/random/random.bin	10	0	order1_tok	65536	81004	3878	77126	0	70358	0	0	1
corpus_set/random/random.bin	10	0	order1_byte	65536	66487	10	66477	0	70358	0	0	1
corpus_set/random/random.bin	10	0	context	65536	81310	3882	77428	0	70358	199481	34566	1
corpus_set/random/random.bin	10	1	context	65536	81310	3882	77428	0	70358	198256	27299	1
corpus_set/random/random.bin	10	2	context	65536	81310	3882	77428	0	70358	196343	26120	1
corpus_set/random/random.bin	11	0	fold	65536	70316	5044	65272	0	70316	0	0	1
corpus_set/random/random.bin	11	0	order0	65536	69569	3830	65739	0	70316	0	0	1
corpus_set/random/random.bin	11	0	order1_tok	65536	80936	3830	77106	0	70316	0	0	1
corpus_set/random/random.bin	11	0	order1_byte	65536	66495	10	66485	0	70316	0	0	1
corpus_set/random/random.bin	11	0	context	65536	81254	3834	77420	0	70316	196931	34851	1
corpus_set/random/random.bin	11	1	context	65536	81254	3834	77420	0	70316	196455	24305	1
corpus_set/random/random.bin	11	2	context	65536	81254	3834	77420	0	70316	193171	25727	1
corpus_set/random/random.bin	12	0	fold	65536	70295	5029	65266	0	70295	0	0	1
corpus_set/random/random.bin	12	0	order0	65536	69554	3818	65736	0	70295	0	0	1
corpus_set/random/random.bin	12	0	order1_tok	65536	80911	3818	77093	0	70295	0	0	1
corpus_set/random/random.bin	12	0	order1_byte	65536	66493	10	66483	0	70295	0	0	1
corpus_set/random/random.bin	12	0	context	65536	81252	3822	77430	0	70295	194442	40064	1
corpus_set/random/random.bin	12	1	context	65536	81252	3822	77430	0	70295	204684	35043	1
corpus_set/random/random.bin	12	2	context	65536	81252	3822	77430	0	70295	191537	26437	1
corpus_set/random/random.bin	13	0	fold	65536	70152	4869	65283	0	70152	0	0	1
corpus_set/random/random.bin	13	0	order0	65536	69430	3690	65740	0	70152	0	0	1
corpus_set/random/random.bin	13	0	order1_tok	65536	80678	3690	76988	0	70152	0	0	1
corpus_set/random/random.bin	13	0	order1_byte	65536	66514	10	66504	0	70152	0	0	1
corpus_set/random/random.bin	13	0	context	65536	80986	3694	77292	0	70152	189302	24707	1
corpus_set/random/random.bin	13	1	context	65536	80986	3694	77292	0	70152	187050	24221	1
corpus_set/random/random.bin	13	2	context	65536	80986	3694	77292	0	70152	185699	23883	1
corpus_set/random/random.bin	14	0	fold	65536	70232	4949	65283	0	70232	0	0	1
corpus_set/random/random.bin	14	0	order0	65536	69498	3754	65744	0	70232	0	0	1
corpus_set/random/random.bin	14	0	order1_tok	65536	80812	3754	77058	0	70232	0	0	1
corpus_set/random/random.bin	14	0	order1_byte	65536	66512	10	66502	0	70232	0	0	1
corpus_set/random/random.bin	14	0	context	65536	81149	3758	77391	0	70232	188474	28769	1
corpus_set/random/random.bin	14	1	context	65536	81149	3758	77391	0	70232	191594	35412	1
corpus_set/random/random.bin	14	2	context	65536	81149	3758	77391	0	70232	189105	26097	1
corpus_set/random/random.bin	15	0	fold	65536	70354	5094	65260	0	70354	0	0	1
corpus_set/random/random.bin	15	0	order0	65536	69595	3870	65725	0	70354	0	0	1
corpus_set/random/random.bin	15	0	order1_tok	65536	80968	3870	77098	0	70354	0	0	1
corpus_set/random/random.bin	15	0	order1_byte	65536	66495	10	66485	0	70354	0	0	1
corpus_set/random/random.bin	15	0	context	65536	81313	3874	77439	0	70354	198584	25236	1
corpus_set/random/random.bin	15	1	context	65536	81313	3874	77439	0	70354	194344	26644	1
corpus_set/random/random.bin	15	2	context	65536	81313	3874	77439	0	70354	194805	24552	1
corpus_set/table/table.csv	0	0	fold	65536	21136	5069	16067	0	21136	0	0	1
corpus_set/table/table.csv	0	0	order0	65536	20330	3850	16480	0	21136	0	0	1
corpus_set/table/table.csv	0	0	order1_tok	65536	21141	3850	17291	0	21136	0	0	1
corpus_set/table/table.csv	0	0	order1_byte	65536	27135	10	27125	0	21136	0	0	1
corpus_set/table/table.csv	0	0	context	65536	21836	3854	17982	0	21136	176801	13035	1
corpus_set/table/table.csv	0	1	context	65536	21836	3854	17982	0	21136	177789	21045	1
corpus_set/table/table.csv	0	2	context	65536	21836	3854	17982	0	21136	175763	22402	1
corpus_set/table/table.csv	1	0	fold	65536	21870	5394	16476	0	21870	0	0	1
corpus_set/table/table.csv	1	0	order0	65536	20989	4110	16879	0	21870	0	0	1
corpus_set/table/table.csv	1	0	order1_tok	65536	21672	4110	17562	0	21870	0	0	1
corpus_set/table/table.csv	1	0	order1_byte	65536	26856	10	26846	0	21870	0	0	1
corpus_set/table/table.csv	1	0	context	65536	22232	4114	18118	0	21870	181968	14330	1
corpus_set/table/table.csv	1	1	context	65536	22232	4114	18118	0	21870	185647	16050	1
corpus_set/table/table.csv	1	2	context	65536	22232	4114	18118	0	21870	180807	14391	1
corpus_set/table/table.csv	2	0	fold	65536	22127	5394	16733	0	22127	0	0	1
corpus_set/table/table.csv	2	0	order0	65536	21247	4110	17137	0	22127	0	0	1
corpus_set/table/table.csv	2	0	order1_tok	65536	21953	4110	17843	0	22127	0	0	1
corpus_set/table/table.csv	2	0	order1_byte	65536	26864	10	26854	0	22127	0	0	1
corpus_set/table/table.csv	2	0	context	65536	22506	4114	18392	0	22127	179927	14551	1
corpus_set/table/table.csv	2	1	context	65536	22506	4114	18392	0	22127	185151	15243	1
corpus_set/table/table.csv	2	2	context	65536	22506	4114	18392	0	22127	180387	14600	1
corpus_set/table/table.csv	3	0	fold	65536	20980	4989	15991	0	20980	0	0	1
corpus_set/table/table.csv	3	0	order0	65536	20166	3786	16380	0	20980	0	0	1
corpus_set/table/table.csv	3	0	order1_tok	65536	20869	3786	17083	0	20980	0	0	1
corpus_set/table/table.csv	3	0	order1_byte	65536	26941	10	26931	0	20980	0	0	1
corpus_set/table/table.csv	3	0	context	65536	21237	3790	17447	0	20980	167355	14292	1
corpus_set/table/table.csv	3	1	context	65536	21237	3790	17447	0	20980	169772	14697	1
corpus_set/table/table.csv	3	2	context	65536	21237	3790	17447	0	20980	168884	14082	1
corpus_set/table/table.csv	4	0	fold	65536	21613	5394	16219	0	21613	0	0	1
corpus_set/table/table.csv	4	0	order0	65536	20736	4110	16626	0	21613	0	0	1
corpus_set/table/table.csv	4	0	order1_tok	65536	21569	4110	17459	0	21613	0	0	1
corpus_set/table/table.csv	4	0	order1_byte	65536	26966	10	26956	0	21613	0	0	1
corpus_set/table/table.csv	4	0	context	65536	22181	4114	18067	0	21613	179304	16520	1
corpus_set/table/table.csv	4	1	context	65536	22181	4114	18067	0	21613	181716	15329	1
corpus_set/table/table.csv	4	2	context	65536	22181	4114	18067	0	21613	189420	24469	1
corpus_set/table/table.csv	5	0	fold	65536	21666	5349	16317	0	21666	0	0	1
corpus_set/table/table.csv	5	0	order0	65536	20789	4074	16715	0	21666	0	0	1
corpus_set/table/table.csv	5	0	order1_tok	65536	21399	4074	17325	0	21666	0	0	1
corpus_set/table/table.csv	5	0	order1_byte	65536	26976	10	26966	0	21666	0	0	1
corpus_set/table/table.csv	5	0	context	65536	21832	4078	17754	0	21666	176561	15502	1
corpus_set/table/table.csv	5	1	context	65536	21832	4078	17754	0	21666	175948	16490	1
corpus_set/table/table.csv	5	2	context	65536	21832	4078	17754	0	21666	174648	18860	1
corpus_set/table/table.csv	6	0	fold	65536	21768	5369	16399	0	21768	0	0	1
corpus_set/table/table.csv	6	0	order0	65536	20889	4090	16799	0	21768	0	0	1
corpus_set/table/table.csv	6	0	order1_tok	65536	21545	4090	17455	0	21768	0	0	1
corpus_set/table/table.csv	6	0	order1_byte	65536	26949	10	26939	0	21768	0	0	1
corpus_set/table/table.csv	6	0	context	65536	22014	4094	17920	0	21768	177573	15466	1
corpus_set/table/table.csv	6	1	context	65536	22014	4094	17920	0	21768	179791	15769	1
corpus_set/table/table.csv	6	2	context	65536	22014	4094	17920	0	21768	178632	16858	1
corpus_set/table/table.csv	7	0	fold	65536	20969	4879	16090	0	20969	0	0	1
corpus_set/table/table.csv	7	0	order0	65536	20178	3698	16480	0	20969	0	0	1
corpus_set/table/table.csv	7	0	order1_tok	65536	20867	3698	17169	0	20969	0	0	1
corpus_set/table/table.csv	7	0	order1_byte	65536	26920	10	26910	0	20969	0	0	1
corpus_set/table/table.csv	7	0	context	65536	21256	3702	17554	0	20969	165856	13294	1
corpus_set/table/table.csv	7	1	context	65536	21256	3702	17554	0	20969	165284	13322	1
corpus_set/table/table.csv	7	2	context	65536	21256	3702	17554	0	20969	164917	13113	1
corpus_set/table/table.csv	8	0	fold	65536	20905	5269	15636	0	20905	0	0	1
corpus_set/table/table.csv	8	0	order0	65536	20039	4010	16029	0	20905	0	0	1
corpus_set/table/table.csv	8	0	order1_tok	65536	20794	4010	16784	0	20905	0	0	1
corpus_set/table/table.csv	8	0	order1_byte	65536	26492	10	26482	0	20905	0	0	1
corpus_set/table/table.csv	8	0	context	65536	21342	4014	17328	0	20905	178424	14925	1
corpus_set/table/table.csv	8	1	context	65536	21342	4014	17328	0	20905	182507	14997	1
corpus_set/table/table.csv	8	2	context	65536	21342	4014	17328	0	20905	182838	16544	1
corpus_set/table/table.csv	9	0	fold	65536	21250	5279	15971	0	21250	0	0	1
corpus_set/table/table.csv	9	0	order0	65536	20385	4018	16367	0	21250	0	0	1
corpus_set/table/table.csv	9	0	order1_tok	65536	21075	4018	17057	0	21250	0	0	1
corpus_set/table/table.csv	9	0	order1_byte	65536	26779	10	26769	0	21250	0	0	1
corpus_set/table/table.csv	9	0	context	65536	21480	4022	17458	0	21250	171062	14985	1
corpus_set/table/table.csv	9	1	context	65536	21480	4022	17458	0	21250	174987	14096	1
corpus_set/table/table.csv	9	2	context	65536	21480	4022	17458	0	21250	173334	14581	1
corpus_set/table/table.csv	10	0	fold	65536	21236	5104	16132	0	21236	0	0	1
corpus_set/table/table.csv	10	0	order0	65536	20395	3878	16517	0	21236	0	0	1
corpus_set/table/table.csv	10	0	order1_tok	65536	21020	3878	17142	0	21236	0	0	1
corpus_set/table/table.csv	10	0	order1_byte	65536	26751	10	26741	0	21236	0	0	1
corpus_set/table/table.csv	10	0	context	65536	21467	3882	17585	0	21236	171573	22093	1
corpus_set/table/table.csv	10	1	context	65536	21467	3882	17585	0	21236	170194	15626	1
corpus_set/table/table.csv	10	2	context	65536	21467	3882	17585	0	21236	169982	13656	1
corpus_set/table/table.csv	11	0	fold	65536	20892	4909	15983	0	20892	0	0	1
corpus_set/table/table.csv	11	0	order0	65536	20089	3722	16367	0	20892	0	0	1
corpus_set/table/table.csv	11	0	order1_tok	65536	20783	3722	17061	0	20892	0	0	1
corpus_set/table/table.csv	11	0	order1_byte	65536	26709	10	26699	0	20892	0	0	1
corpus_set/table/table.csv	11	0	context	65536	21193	3726	17467	0	20892	171953	14354	1
corpus_set/table/table.csv	11	1	context	65536	21193	3726	17467	0	20892	167582	13216	1
corpus_set/table/table.csv	11	2	context	65536	21193	3726	17467	0	20892	171492	14300	1
corpus_set/table/table.csv	12	0	fold	65536	20889	5344	15545	0	20889	0	0	1
corpus_set/table/table.csv	12	0	order0	65536	20018	4070	15948	0	20889	0	0	1
corpus_set/table/table.csv	12	0	order1_tok	65536	20786	4070	16716	0	20889	0	0	1
corpus_set/table/table.csv	12	0	order1_byte	65536	26759	10	26749	0	20889	0	0	1
corpus_set/table/table.csv	12	0	context	65536	21370	4074	17296	0	20889	180895	13923	1
corpus_set/table/table.csv	12	1	context	65536	21370	4074	17296	0	20889	183805	15126	1
corpus_set/table/table.csv	12	2	context	65536	21370	4074	17296	0	20889	181849	13829	1
corpus_set/table/table.csv	13	0	fold	65536	21433	5309	16124	0	21433	0	0	1
corpus_set/table/table.csv	13	0	order0	65536	20565	4042	16523	0	21433	0	0	1
corpus_set/table/table.csv	13	0	order1_tok	65536	21206	4042	17164	0	21433	0	0	1
corpus_set/table/table.csv	13	0	order1_byte	65536	26862	10	26852	0	21433	0	0	1
corpus_set/table/table.csv	13	0	context	65536	21612	4046	17566	0	21433	185409	23982	1
corpus_set/table/table.csv	13	1	context	65536	21612	4046	17566	0	21433	178341	15724	1
corpus_set/table/table.csv	13	2	context	65536	21612	4046	17566	0	21433	176032	14780	1
corpus_set/table/table.csv	14	0	fold	65536	21445	5344	16101	0	21445	0	0	1
corpus_set/table/table.csv	14	0	order0	65536	20566	4070	16496	0	21445	0	0	1
corpus_set/table/table.csv	14	0	order1_tok	65536	21208	4070	17138	0	21445	0	0	1
corpus_set/table/table.csv	14	0	order1_byte	65536	26784	10	26774	0	21445	0	0	1
corpus_set/table/table.csv	14	0	context	65536	21637	4074	17563	0	21445	180261	14146	1
corpus_set/table/table.csv	14	1	context	65536	21637	4074	17563	0	21445	182398	22345	1
corpus_set/table/table.csv	14	2	context	65536	21637	4074	17563	0	21445	183016	14056	1
corpus_set/table/table.csv	15	0	fold	65536	21130	5029	16101	0	21130	0	0	1
corpus_set/table/table.csv	15	0	order0	65536	20301	3818	16483	0	21130	0	0	1
corpus_set/table/table.csv	15	0	order1_tok	65536	21015	3818	17197	0	21130	0	0	1
corpus_set/table/table.csv	15	0	order1_byte	65536	26718	10	26708	0	21130	0	0	1
corpus_set/table/table.csv	15	0	context	65536	21461	3822	17639	0	21130	173607	13676	1
corpus_set/table/table.csv	15	1	context	65536	21461	3822	17639	0	21130	173807	13787	1
corpus_set/table/table.csv	15	2	context	65536	21461	3822	17639	0	21130	182980	14218	1
corpus_set/table/table.csv	16	0	fold	65536	21068	5039	16029	0	21068	0	0	1
corpus_set/table/table.csv	16	0	order0	65536	20237	3826	16411	0	21068	0	0	1
corpus_set/table/table.csv	16	0	order1_tok	65536	20901	3826	17075	0	21068	0	0	1
corpus_set/table/table.csv	16	0	order1_byte	65536	26549	10	26539	0	21068	0	0	1
corpus_set/table/table.csv	16	0	context	65536	21418	3830	17588	0	21068	170990	15789	1
corpus_set/table/table.csv	16	1	context	65536	21418	3830	17588	0	21068	172056	14225	1
corpus_set/table/table.csv	16	2	context	65536	21418	3830	17588	0	21068	171396	15117	1
corpus_set/table/table.csv	17	0	fold	65536	21527	5274	16253	0	21527	0	0	1
corpus_set/table/table.csv	17	0	order0	65536	20660	4014	16646	0	21527	0	0	1
corpus_set/table/table.csv	17	0	order1_tok	65536	21279	4014	17265	0	21527	0	0	1
corpus_set/table/table.csv	17	0	order1_byte	65536	26966	10	26956	0	21527	0	0	1
corpus_set/table/table.csv	17	0	context	65536	21756	4018	17738	0	21527	179052	14301	1
corpus_set/table/table.csv	17	1	context	65536	21756	4018	17738	0	21527	179114	23444	1
corpus_set/table/table.csv	17	2	context	65536	21756	4018	17738	0	21527	177124	14465	1
corpus_set/table/table.csv	18	0	fold	65536	21504	5394	16110	0	21504	0	0	1
corpus_set/table/table.csv	18	0	order0	65536	20610	4110	16500	0	21504	0	0	1
corpus_set/table/table.csv	18	0	order1_tok	65536	21251	4110	17141	0	21504	0	0	1
corpus_set/table/table.csv	18	0	order1_byte	65536	27085	10	27075	0	21504	0	0	1
corpus_set/table/table.csv	18	0	context	65536	21691	4114	17577	0	21504	179615	15820	1
corpus_set/table/table.csv	18	1	context	65536	21691	4114	17577	0	21504	179092	15457	1
corpus_set/table/table.csv	18	2	context	65536	21691	4114	17577	0	21504	179504	15077	1
corpus_set/table/table.csv	19	0	fold	65536	20989	5089	15900	0	20989	0	0	1
corpus_set/table/table.csv	19	0	order0	65536	20152	3866	16286	0	20989	0	0	1
corpus_set/table/table.csv	19	0	order1_tok	65536	20844	3866	16978	0	20989	0	0	1
corpus_set/table/table.csv	19	0	order1_byte	65536	26842	10	26832	0	20989	0	0	1
corpus_set/table/table.csv	19	0	context	65536	21339	3870	17469	0	20989	173227	14588	1
corpus_set/table/table.csv	19	1	context	65536	21339	3870	17469	0	20989	175391	15431	1
corpus_set/table/table.csv	19	2	context	65536	21339	3870	17469	0	20989	177174	14328	1
corpus_set/table/table.csv	20	0	fold	65536	21033	5084	15949	0	21033	0	0	1
corpus_set/table/table.csv	20	0	order0	65536	20201	3862	16339	0	21033	0	0	1
corpus_set/table/table.csv	20	0	order1_tok	65536	20921	3862	17059	0	21033	0	0	1
corpus_set/table/table.csv	20	0	order1_byte	65536	26815	10	26805	0	21033	0	0	1
corpus_set/table/table.csv	20	0	context	65536	21414	3866	17548	0	21033	176630	13665	1
corpus_set/table/table.csv	20	1	context	65536	21414	3866	17548	0	21033	175196	14255	1
corpus_set/table/table.csv	20	2	context	65536	21414	3866	17548	0	21033	173573	13554	1
corpus_set/table/table.csv	21	0	fold	65536	21709	5394	16315	0	21709	0	0	1
corpus_set/table/table.csv	21	0	order0	65536	20815	4110	16705	0	21709	0	0	1
corpus_set/table/table.csv	21	0	order1_tok	65536	21432	4110	17322	0	21709	0	0	1
corpus_set/table/table.csv	21	0	order1_byte	65536	26786	10	26776	0	21709	0	0	1
corpus_set/table/table.csv	21	0	context	65536	22064	4114	17950	0	21709	182539	14524	1
corpus_set/table/table.csv	21	1	context	65536	22064	4114	17950	0	21709	178296	15074	1
corpus_set/table/table.csv	21	2	context	65536	22064	4114	17950	0	21709	178995	18685	1
corpus_set/table/table.csv	22	0	fold	65536	21217	5029	16188	0	21217	0	0	1
corpus_set/table/table.csv	22	0	order0	65536	20386	3818	16568	0	21217	0	0	1
corpus_set/table/table.csv	22	0	order1_tok	65536	21012	3818	17194	0	21217	0	0	1
corpus_set/table/table.csv	22	0	order1_byte	65536	27018	10	27008	0	21217	0	0	1
corpus_set/table/table.csv	22	0	context	65536	21479	3822	17657	0	21217	172601	15521	1
corpus_set/table/table.csv	22	1	context	65536	21479	3822	17657	0	21217	171640	21840	1
corpus_set/table/table.csv	22	2	context	65536	21479	3822	17657	0	21217	169166	13684	1
corpus_set/table/table.csv	23	0	fold	65536	20893	5059	15834	0	20893	0	0	1
corpus_set/table/table.csv	23	0	order0	65536	20064	3842	16222	0	20893	0	0	1
corpus_set/table/table.csv	23	0	order1_tok	65536	20704	3842	16862	0	20893	0	0	1
corpus_set/table/table.csv	23	0	order1_byte	65536	26976	10	26966	0	20893	0	0	1
corpus_set/table/table.csv	23	0	context	65536	21138	3846	17292	0	20893	168859	13436	1
corpus_set/table/table.csv	23	1	context	65536	21138	3846	17292	0	20893	172142	13308	1
corpus_set/table/table.csv	23	2	context	65536	21138	3846	17292	0	20893	171315	14121	1
corpus_set/table/table.csv	24	0	fold	65536	21045	5214	15831	0	21045	0	0	1
corpus_set/table/table.csv	24	0	order0	65536	20198	3966	16232	0	21045	0	0	1
corpus_set/table/table.csv	24	0	order1_tok	65536	20989	3966	17023	0	21045	0	0	1
corpus_set/table/table.csv	24	0	order1_byte	65536	26881	10	26871	0	21045	0	0	1
corpus_set/table/table.csv	24	0	context	65536	21518	3970	17548	0	21045	178408	16593	1
corpus_set/table/table.csv	24	1	context	65536	21518	3970	17548	0	21045	184222	14724	1
corpus_set/table/table.csv	24	2	context	65536	21518	3970	17548	0	21045	177658	14998	1
corpus_set/table/table.csv	25	0	fold	65536	21853	5394	16459	0	21853	0	0	1
corpus_set/table/table.csv	25	0	order0	65536	20965	4110	16855	0	21853	0	0	1
corpus_set/table/table.csv	25	0	order1_tok	65536	21686	4110	17576	0	21853	0	0	1
corpus_set/table/table.csv	25	0	order1_byte	65536	26920	10	26910	0	21853	0	0	1
corpus_set/table/table.csv	25	0	context	65536	22319	4114	18205	0	21853	180622	17940	1
corpus_set/table/table.csv	25	1	context	65536	22319	4114	18205	0	21853	181650	15585	1
corpus_set/table/table.csv	25	2	context	65536	22319	4114	18205	0	21853	183970	15802	1
corpus_set/table/table.csv	26	0	fold	65536	21677	5394	16283	0	21677	0	0	1
corpus_set/table/table.csv	26	0	order0	65536	20792	4110	16682	0	21677	0	0	1
corpus_set/table/table.csv	26	0	order1_tok	65536	21398	4110	17288	0	21677	0	0	1
corpus_set/table/table.csv	26	0	order1_byte	65536	27015	10	27005	0	21677	0	0	1
corpus_set/table/table.csv	26	0	context	65536	21845	4114	17731	0	21677	178899	22563	1
corpus_set/table/table.csv	26	1	context	65536	21845	4114	17731	0	21677	180619	15160	1
corpus_set/table/table.csv	26	2	context	65536	21845	4114	17731	0	21677	190018	15869	1
corpus_set/table/table.csv	27	0	fold	65536	21723	5394	16329	0	21723	0	0	1
corpus_set/table/table.csv	27	0	order0	65536	20830	4110	16720	0	21723	0	0	1
corpus_set/table/table.csv	27	0	order1_tok	65536	21522	4110	17412	0	21723	0	0	1
corpus_set/table/table.csv	27	0	order1_byte	65536	26974	10	26964	0	21723	0	0	1
corpus_set/table/table.csv	27	0	context	65536	22062	4114	17948	0	21723	182787	14732	1
corpus_set/table/table.csv	27	1	context	65536	22062	4114	17948	0	21723	182997	14105	1
corpus_set/table/table.csv	27	2	context	65536	22062	4114	17948	0	21723	185333	15610	1
corpus_set/table/table.csv	28	0	fold	65536	21193	5394	15799	0	21193	0	0	1
corpus_set/table/table.csv	28	0	order0	65536	20302	4110	16192	0	21193	0	0	1
corpus_set/table/table.csv	28	0	order1_tok	65536	21037	4110	16927	0	21193	0	0	1
corpus_set/table/table.csv	28	0	order1_byte	65536	26900	10	26890	0	21193	0	0	1
corpus_set/table/table.csv	28	0	context	65536	21465	4114	17351	0	21193	180743	14515	1
corpus_set/table/table.csv	28	1	context	65536	21465	4114	17351	0	21193	177739	14361	1
corpus_set/table/table.csv	28	2	context	65536	21465	4114	17351	0	21193	183010	14741	1
corpus_set/table/table.csv	29	0	fold	65536	21018	5189	15829	0	21018	0	0	1
corpus_set/table/table.csv	29	0	order0	65536	20176	3946	16230	0	21018	0	0	1
corpus_set/table/table.csv	29	0	order1_tok	65536	20865	3946	16919	0	21018	0	0	1
corpus_set/table/table.csv	29	0	order1_byte	65536	26973	10	26963	0	21018	0	0	1
corpus_set/table/table.csv	29	0	context	65536	21480	3950	17530	0	21018	173022	13976	1
corpus_set/table/table.csv	29	1	context	65536	21480	3950	17530	0	21018	172842	13440	1
corpus_set/table/table.csv	29	2	context	65536	21480	3950	17530	0	21018	171217	13850	1
corpus_set/table/table.csv	30	0	fold	65536	21802	5394	16408	0	21802	0	0	1
corpus_set/table/table.csv	30	0	order0	65536	20911	4110	16801	0	21802	0	0	1
corpus_set/table/table.csv	30	0	order1_tok	65536	21538	4110	17428	0	21802	0	0	1
corpus_set/table/table.csv	30	0	order1_byte	65536	26893	10	26883	0	21802	0	0	1
corpus_set/table/table.csv	30	0	context	65536	22015	4114	17901	0	21802	173022	16970	1
corpus_set/table/table.csv	30	1	context	65536	22015	4114	17901	0	21802	185580	22576	1
corpus_set/table/table.csv	30	2	context	65536	22015	4114	17901	0	21802	173979	13992	1
corpus_set/table/table.csv	31	0	fold	65536	21562	5394	16168	0	21562	0	0	1
corpus_set/table/table.csv	31	0	order0	65536	20670	4110	16560	0	21562	0	0	1
corpus_set/table/table.csv	31	0	order1_tok	65536	21363	4110	17253	0	21562	0	0	1
corpus_set/table/table.csv	31	0	order1_byte	65536	26942	10	26932	0	21562	0	0	1
corpus_set/table/table.csv	31	0	context	65536	21864	4114	17750	0	21562	178400	14281	1
corpus_set/table/table.csv	31	1	context	65536	21864	4114	17750	0	21562	181222	14538	1
corpus_set/table/table.csv	31	2	context	65536	21864	4114	17750	0	21562	180565	14457	1
corpus_set/table/table.csv	32	0	fold	65536	21027	5394	15633	0	21027	0	0	1
corpus_set/table/table.csv	32	0	order0	65536	20150	4110	16040	0	21027	0	0	1
corpus_set/table/table.csv	32	0	order1_tok	65536	20904	4110	16794	0	21027	0	0	1
corpus_set/table/table.csv	32	0	order1_byte	65536	26983	10	26973	0	21027	0	0	1
corpus_set/table/table.csv	32	0	context	65536	21427	4114	17313	0	21027	180260	15565	1
corpus_set/table/table.csv	32	1	context	65536	21427	4114	17313	0	21027	180995	15928	1
corpus_set/table/table.csv	32	2	context	65536	21427	4114	17313	0	21027	182128	14683	1
corpus_set/table/table.csv	33	0	fold	65536	21551	5394	16157	0	21551	0	0	1
corpus_set/table/table.csv	33	0	order0	65536	20665	4110	16555	0	21551	0	0	1
corpus_set/table/table.csv	33	0	order1_tok	65536	21419	4110	17309	0	21551	0	0	1
corpus_set/table/table.csv	33	0	order1_byte	65536	26857	10	26847	0	21551	0	0	1
corpus_set/table/table.csv	33	0	context	65536	21976	4114	17862	0	21551	181857	14213	1
corpus_set/table/table.csv	33	1	context	65536	21976	4114	17862	0	21551	182151	15747	1
corpus_set/table/table.csv	33	2	context	65536	21976	4114	17862	0	21551	180182	13935	1
corpus_set/table/table.csv	34	0	fold	65536	21527	5394	16133	0	21527	0	0	1
corpus_set/table/table.csv	34	0	order0	65536	20638	4110	16528	0	21527	0	0	1
corpus_set/table/table.csv	34	0	order1_tok	65536	21231	4110	17121	0	21527	0	0	1
corpus_set/table/table.csv	34	0	order1_byte	65536	26985	10	26975	0	21527	0	0	1
corpus_set/table/table.csv	34	0	context	65536	21670	4114	17556	0	21527	178327	14737	1
corpus_set/table/table.csv	34	1	context	65536	21670	4114	17556	0	21527	175177	18845	1
corpus_set/table/table.csv	34	2	context	65536	21670	4114	17556	0	21527	184301	14307	1
corpus_set/table/table.csv	35	0	fold	65536	21389	5264	16125	0	21389	0	0	1
corpus_set/table/table.csv	35	0	order0	65536	20530	4006	16524	0	21389	0	0	1
corpus_set/table/table.csv	35	0	order1_tok	65536	21235	4006	17229	0	21389	0	0	1
corpus_set/table/table.csv	35	0	order1_byte	65536	26978	10	26968	0	21389	0	0	1
corpus_set/table/table.csv	35	0	context	65536	21704	4010	17694	0	21389	178537	24095	1
corpus_set/table/table.csv	35	1	context	65536	21704	4010	17694	0	21389	180767	14311	1
corpus_set/table/table.csv	35	2	context	65536	21704	4010	17694	0	21389	173866	14714	1
corpus_set/table/table.csv	36	0	fold	65536	21302	5304	15998	0	21302	0	0	1
corpus_set/table/table.csv	36	0	order0	65536	20431	4038	16393	0	21302	0	0	1
corpus_set/table/table.csv	36	0	order1_tok	65536	21142	4038	17104	0	21302	0	0	1
corpus_set/table/table.csv	36	0	order1_byte	65536	26956	10	26946	0	21302	0	0	1
corpus_set/table/table.csv	36	0	context	65536	21590	4042	17548	0	21302	181362	23853	1
corpus_set/table/table.csv	36	1	context	65536	21590	4042	17548	0	21302	178879	14333	1
corpus_set/table/table.csv	36	2	context	65536	21590	4042	17548	0	21302	178608	14405	1
corpus_set/table/table.csv	37	0	fold	65536	21247	5394	15853	0	21247	0	0	1
