class	arch	file	bytes	chunks	run	lane	payload_bytes	replay_bytes	total_bytes	raw_bytes	delta_percent	changed_bytes	transform_ms	compress_ms	ok
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-21h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10102	1	0	bcj-x64	8090	5	8095	8085	0.123686	139	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-21h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10102	1	1	bcj-x64	8090	5	8095	8085	0.123686	139	0	11	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-21h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10102	1	2	bcj-x64	8090	5	8095	8085	0.123686	139	0	11	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-21h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10102	1	0	xz-x86-9e	6540	0	6540	8085	-19.109462	0	0	20	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-21h2-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10102	1	0	zstd-x86-19	6569	0	6569	8085	-18.750773	0	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	0	raw-aahl	8115	0	8115	8115	0.000000	0	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	1	raw-aahl	8115	0	8115	8115	0.000000	0	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	2	raw-aahl	8115	0	8115	8115	0.000000	0	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	0	bcj-base0	8114	5	8119	8115	0.049291	88	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	1	bcj-base0	8114	5	8119	8115	0.049291	88	0	13	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	2	bcj-base0	8114	5	8119	8115	0.049291	88	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	0	bcj-x86	8112	5	8117	8115	0.024646	133	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	1	bcj-x86	8112	5	8117	8115	0.024646	133	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	2	bcj-x86	8112	5	8117	8115	0.024646	133	0	13	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	0	bcj-x64	8122	5	8127	8115	0.147874	129	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	1	bcj-x64	8122	5	8127	8115	0.147874	129	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	2	bcj-x64	8122	5	8127	8115	0.147874	129	0	12	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	0	xz-x86-9e	6548	0	6548	8115	-19.309920	0	0	20	1
installer	unknown	CatRoot/{F750E6C3-38EE-11D1-85E5-00C04FC295EE}/Microsoft-Windows-UpdateTargeting-ClientOS-EKB-Wrapper-Package~31bf3856ad364e35~amd64~~10.0.19041.6466.cat	10131	1	0	zstd-x86-19	6576	0	6576	8115	-18.964880	0	0	12	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	0	raw-aahl	104572	0	104572	104572	0.000000	0	0	1007	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	1	raw-aahl	104572	0	104572	104572	0.000000	0	0	997	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	2	raw-aahl	104572	0	104572	104572	0.000000	0	0	992	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	0	bcj-base0	104851	5	104856	104572	0.271583	7338	0	998	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	1	bcj-base0	104851	5	104856	104572	0.271583	7338	0	997	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	2	bcj-base0	104851	5	104856	104572	0.271583	7338	0	1000	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	0	bcj-x86	105221	5	105226	104572	0.625406	8114	0	994	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	1	bcj-x86	105221	5	105226	104572	0.625406	8114	0	1017	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	2	bcj-x86	105221	5	105226	104572	0.625406	8114	0	1014	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	0	bcj-x64	106030	5	106035	104572	1.399036	8981	0	1014	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	1	bcj-x64	106030	5	106035	104572	1.399036	8981	0	1018	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	2	bcj-x64	106030	5	106035	104572	1.399036	8981	0	1017	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	0	xz-x86-9e	70348	0	70348	104572	-32.727690	0	0	75	1
installer	amd64	DeviceUpdateCenterCsp.dll	170496	1	0	zstd-x86-19	76290	0	76290	104572	-27.045481	0	0	53	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	0	raw-aahl	439270	0	439270	439270	0.000000	0	0	8303	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	1	raw-aahl	439270	0	439270	439270	0.000000	0	0	8403	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	2	raw-aahl	439270	0	439270	439270	0.000000	0	0	8453	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	0	bcj-base0	441556	5	441561	439270	0.521547	56880	8	8365	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	1	bcj-base0	441556	5	441561	439270	0.521547	56880	10	8267	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	2	bcj-base0	441556	5	441561	439270	0.521547	56880	10	8300	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	0	bcj-x86	442765	5	442770	439270	0.796776	58874	10	8245	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	1	bcj-x86	442765	5	442770	439270	0.796776	58874	10	8307	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	2	bcj-x86	442765	5	442770	439270	0.796776	58874	10	8415	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	0	bcj-x64	439555	5	439560	439270	0.066019	68297	10	8348	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	1	bcj-x64	439555	5	439560	439270	0.066019	68297	10	8384	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	2	bcj-x64	439555	5	439560	439270	0.066019	68297	11	8416	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	0	xz-x86-9e	245984	0	245984	439270	-44.001639	0	0	1463	1
installer	i386	DriverStore/FileRepository/lms.inf_amd64_a55aa2cd52a3429d/FWUpdateLib_18.dll	2630848	3	0	zstd-x86-19	280436	0	280436	439270	-36.158627	0	0	204	1
