class	arch	file	bytes	chunks	run	lane	payload_bytes	replay_bytes	total_bytes	raw_bytes	delta_percent	changed_bytes	transform_ms	compress_ms	ok
archive	unknown	DrtmAuthTxt.wim	13227	1	0	raw-aahl	8930	0	8930	8930	0.000000	0	0	23	1
archive	unknown	DrtmAuthTxt.wim	13227	1	1	raw-aahl	8930	0	8930	8930	0.000000	0	0	23	1
archive	unknown	DrtmAuthTxt.wim	13227	1	2	raw-aahl	8930	0	8930	8930	0.000000	0	0	24	1
archive	unknown	DrtmAuthTxt.wim	13227	1	0	bcj-base0	8936	5	8941	8930	0.123180	129	0	23	1
archive	unknown	DrtmAuthTxt.wim	13227	1	1	bcj-base0	8936	5	8941	8930	0.123180	129	0	23	1
archive	unknown	DrtmAuthTxt.wim	13227	1	2	bcj-base0	8936	5	8941	8930	0.123180	129	0	23	1
archive	unknown	DrtmAuthTxt.wim	13227	1	0	bcj-x86	8943	5	8948	8930	0.201568	203	0	24	1
archive	unknown	DrtmAuthTxt.wim	13227	1	1	bcj-x86	8943	5	8948	8930	0.201568	203	0	25	1
archive	unknown	DrtmAuthTxt.wim	13227	1	2	bcj-x86	8943	5	8948	8930	0.201568	203	0	24	1
archive	unknown	DrtmAuthTxt.wim	13227	1	0	bcj-x64	8942	5	8947	8930	0.190370	193	0	25	1
archive	unknown	DrtmAuthTxt.wim	13227	1	1	bcj-x64	8942	5	8947	8930	0.190370	193	0	24	1
archive	unknown	DrtmAuthTxt.wim	13227	1	2	bcj-x64	8942	5	8947	8930	0.190370	193	0	24	1
archive	unknown	DrtmAuthTxt.wim	13227	1	0	xz-x86-9e	7852	0	7852	8930	-12.071669	0	0	23	1
archive	unknown	DrtmAuthTxt.wim	13227	1	0	zstd-x86-19	7792	0	7792	8930	-12.743561	0	0	13	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	0	raw-aahl	8617	0	8617	8617	0.000000	0	0	25	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	1	raw-aahl	8617	0	8617	8617	0.000000	0	0	24	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	2	raw-aahl	8617	0	8617	8617	0.000000	0	0	25	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	0	bcj-base0	8617	5	8622	8617	0.058025	115	0	24	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	1	bcj-base0	8617	5	8622	8617	0.058025	115	0	25	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	2	bcj-base0	8617	5	8622	8617	0.058025	115	0	24	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	0	bcj-x86	8617	5	8622	8617	0.058025	177	0	24	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	1	bcj-x86	8617	5	8622	8617	0.058025	177	0	25	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	2	bcj-x86	8617	5	8622	8617	0.058025	177	0	24	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	0	bcj-x64	8624	5	8629	8617	0.139260	170	0	26	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	1	bcj-x64	8624	5	8629	8617	0.139260	170	0	27	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	2	bcj-x64	8624	5	8629	8617	0.139260	170	0	28	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	0	xz-x86-9e	7228	0	7228	8617	-16.119299	0	0	25	1
archive	unknown	SecureBootUpdates/BucketConfidenceData.cab	10542	1	0	zstd-x86-19	7215	0	7215	8617	-16.270164	0	0	13	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	0	raw-aahl	3776699	0	3776699	3776699	0.000000	0	0	4721	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	1	raw-aahl	3776699	0	3776699	3776699	0.000000	0	0	4799	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	2	raw-aahl	3776699	0	3776699	3776699	0.000000	0	0	4623	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	0	bcj-base0	3777454	5	3777459	3776699	0.020123	87933	16	4552	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	1	bcj-base0	3777454	5	3777459	3776699	0.020123	87933	13	4803	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	2	bcj-base0	3777454	5	3777459	3776699	0.020123	87933	15	4838	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	0	bcj-x86	3777442	5	3777447	3776699	0.019806	96865	17	4863	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	1	bcj-x86	3777442	5	3777447	3776699	0.019806	96865	16	4587	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	2	bcj-x86	3777442	5	3777447	3776699	0.019806	96865	14	4612	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	0	bcj-x64	3777579	5	3777584	3776699	0.023433	116619	16	4943	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	1	bcj-x64	3777579	5	3777584	3776699	0.023433	116619	16	4938	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	2	bcj-x64	3777579	5	3777584	3776699	0.023433	116619	16	4711	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	0	xz-x86-9e	547948	0	547948	3776699	-85.491351	0	0	467	1
archive	unknown	drivers/rtkhdasetting.zip	3849681	4	0	zstd-x86-19	543320	0	543320	3776699	-85.613892	0	0	153	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	0	raw-aahl	1162603	0	1162603	1162603	0.000000	0	0	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	1	raw-aahl	1162603	0	1162603	1162603	0.000000	0	0	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	2	raw-aahl	1162603	0	1162603	1162603	0.000000	0	0	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	0	bcj-base0	1162603	5	1162608	1162603	0.000430	27360	4	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	1	bcj-base0	1162603	5	1162608	1162603	0.000430	27360	4	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	2	bcj-base0	1162603	5	1162608	1162603	0.000430	27360	4	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	0	bcj-x86	1162603	5	1162608	1162603	0.000430	30144	4	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	1	bcj-x86	1162603	5	1162608	1162603	0.000430	30144	4	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	2	bcj-x86	1162603	5	1162608	1162603	0.000430	30144	4	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	0	bcj-x64	1162603	5	1162608	1162603	0.000430	36250	4	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	1	bcj-x64	1162603	5	1162608	1162603	0.000430	36250	4	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	2	bcj-x64	1162603	5	1162608	1162603	0.000430	36250	4	1	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	0	xz-x86-9e	1159944	0	1159944	1162603	-0.228711	0	0	268	1
archive	unknown	spool/drivers/W32X86/PCC/prnms003.inf_x86_60589e1e769a15c6.cab	1162591	2	0	zstd-x86-19	1159222	0	1159222	1162603	-0.290813	0	0	129	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	0	raw-aahl	169699	0	169699	169699	0.000000	0	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	1	raw-aahl	169699	0	169699	169699	0.000000	0	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	2	raw-aahl	169699	0	169699	169699	0.000000	0	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	0	bcj-base0	169699	5	169704	169699	0.002946	3764	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	1	bcj-base0	169699	5	169704	169699	0.002946	3764	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	2	bcj-base0	169699	5	169704	169699	0.002946	3764	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	0	bcj-x86	169699	5	169704	169699	0.002946	4350	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	1	bcj-x86	169699	5	169704	169699	0.002946	4350	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	2	bcj-x86	169699	5	169704	169699	0.002946	4350	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	0	bcj-x64	169699	5	169704	169699	0.002946	5096	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	1	bcj-x64	169699	5	169704	169699	0.002946	5096	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	2	bcj-x64	169699	5	169704	169699	0.002946	5096	0	0	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	0	xz-x86-9e	169768	0	169768	169699	0.040660	0	0	67	1
archive	unknown	spool/drivers/x64/PCC/anydeskprintdriver.inf_amd64_c69295146af7a90e.cab	169693	1	0	zstd-x86-19	169385	0	169385	169699	-0.185034	0	0	24	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	0	raw-aahl	71442	0	71442	71442	0.000000	0	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	1	raw-aahl	71442	0	71442	71442	0.000000	0	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	2	raw-aahl	71442	0	71442	71442	0.000000	0	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	0	bcj-base0	71442	5	71447	71442	0.006999	1436	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	1	bcj-base0	71442	5	71447	71442	0.006999	1436	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	2	bcj-base0	71442	5	71447	71442	0.006999	1436	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	0	bcj-x86	71442	5	71447	71442	0.006999	1863	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	1	bcj-x86	71442	5	71447	71442	0.006999	1863	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	2	bcj-x86	71442	5	71447	71442	0.006999	1863	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	0	bcj-x64	71442	5	71447	71442	0.006999	2001	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	1	bcj-x64	71442	5	71447	71442	0.006999	2001	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	2	bcj-x64	71442	5	71447	71442	0.006999	2001	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	0	xz-x86-9e	71508	0	71508	71442	0.092383	0	0	50	1
archive	unknown	spool/drivers/x64/PCC/prnge001.inf_amd64_c9bde63301aec628.cab	71436	1	0	zstd-x86-19	70998	0	70998	71442	-0.621483	0	0	15	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	0	raw-aahl	13620	0	13620	13620	0.000000	0	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	1	raw-aahl	13620	0	13620	13620	0.000000	0	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	2	raw-aahl	13620	0	13620	13620	0.000000	0	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	0	bcj-base0	13620	5	13625	13620	0.036711	217	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	1	bcj-base0	13620	5	13625	13620	0.036711	217	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	2	bcj-base0	13620	5	13625	13620	0.036711	217	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	0	bcj-x86	13620	5	13625	13620	0.036711	333	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	1	bcj-x86	13620	5	13625	13620	0.036711	333	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	2	bcj-x86	13620	5	13625	13620	0.036711	333	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	0	bcj-x64	13620	5	13625	13620	0.036711	322	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	1	bcj-x64	13620	5	13625	13620	0.036711	322	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	2	bcj-x64	13620	5	13625	13620	0.036711	322	0	0	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	0	xz-x86-9e	13684	0	13684	13620	0.469897	0	0	31	1
archive	unknown	spool/drivers/x64/PCC/prnms001.inf_amd64_7f3c60b255c53241.cab	13614	1	0	zstd-x86-19	13549	0	13549	13620	-0.521292	0	0	11	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	0	raw-aahl	1409711	0	1409711	1409711	0.000000	0	0	1	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	1	raw-aahl	1409711	0	1409711	1409711	0.000000	0	0	1	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	2	raw-aahl	1409711	0	1409711	1409711	0.000000	0	0	2	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	0	bcj-base0	1409711	5	1409716	1409711	0.000355	33086	7	1	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	1	bcj-base0	1409711	5	1409716	1409711	0.000355	33086	6	1	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	2	bcj-base0	1409711	5	1409716	1409711	0.000355	33086	6	1	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	0	bcj-x86	1409711	5	1409716	1409711	0.000355	36501	8	2	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	1	bcj-x86	1409711	5	1409716	1409711	0.000355	36501	6	1	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	2	bcj-x86	1409711	5	1409716	1409711	0.000355	36501	6	1	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	0	bcj-x64	1409711	5	1409716	1409711	0.000355	43843	6	1	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	1	bcj-x64	1409711	5	1409716	1409711	0.000355	43843	6	1	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	2	bcj-x64	1409711	5	1409716	1409711	0.000355	43843	6	1	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	0	xz-x86-9e	1406860	0	1406860	1409711	-0.202240	0	0	326	1
archive	unknown	spool/drivers/x64/PCC/prnms003.inf_amd64_fe878017f474877a.cab	1409699	2	0	zstd-x86-19	1406012	0	1406012	1409711	-0.262394	0	0	153	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	0	raw-aahl	2838	0	2838	2838	0.000000	0	0	4	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	1	raw-aahl	2838	0	2838	2838	0.000000	0	0	5	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	2	raw-aahl	2838	0	2838	2838	0.000000	0	0	5	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	0	bcj-base0	2838	5	2843	2838	0.176180	21	0	4	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	1	bcj-base0	2838	5	2843	2838	0.176180	21	0	4	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	2	bcj-base0	2838	5	2843	2838	0.176180	21	0	4	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	0	bcj-x86	2837	5	2842	2838	0.140944	33	0	4	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	1	bcj-x86	2837	5	2842	2838	0.140944	33	0	4	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	2	bcj-x86	2837	5	2842	2838	0.140944	33	0	4	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	0	bcj-x64	2838	5	2843	2838	0.176180	31	0	4	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	1	bcj-x64	2838	5	2843	2838	0.176180	31	0	4	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	2	bcj-x64	2838	5	2843	2838	0.176180	31	0	4	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	0	xz-x86-9e	2272	0	2272	2838	-19.943622	0	0	15	1
cold-image	unknown	@AdvancedKeySettingsNotification.png	3176	1	0	zstd-x86-19	2315	0	2315	2838	-18.428471	0	0	10	1
cold-image	unknown	@optionalfeatures.png	483	1	0	raw-aahl	489	0	489	489	0.000000	0	0	2	1
cold-image	unknown	@optionalfeatures.png	483	1	1	raw-aahl	489	0	489	489	0.000000	0	0	1	1
cold-image	unknown	@optionalfeatures.png	483	1	2	raw-aahl	489	0	489	489	0.000000	0	0	1	1
cold-image	unknown	@optionalfeatures.png	483	1	0	bcj-base0	489	5	494	489	1.022495	8	0	1	1
cold-image	unknown	@optionalfeatures.png	483	1	1	bcj-base0	489	5	494	489	1.022495	8	0	1	1
cold-image	unknown	@optionalfeatures.png	483	1	2	bcj-base0	489	5	494	489	1.022495	8	0	2	1
cold-image	unknown	@optionalfeatures.png	483	1	0	bcj-x86	489	5	494	489	1.022495	14	0	1	1
cold-image	unknown	@optionalfeatures.png	483	1	1	bcj-x86	489	5	494	489	1.022495	14	0	1	1
cold-image	unknown	@optionalfeatures.png	483	1	2	bcj-x86	489	5	494	489	1.022495	14	0	1	1
cold-image	unknown	@optionalfeatures.png	483	1	0	bcj-x64	489	5	494	489	1.022495	12	0	1	1
cold-image	unknown	@optionalfeatures.png	483	1	1	bcj-x64	489	5	494	489	1.022495	12	0	1	1
cold-image	unknown	@optionalfeatures.png	483	1	2	bcj-x64	489	5	494	489	1.022495	12	0	1	1
cold-image	unknown	@optionalfeatures.png	483	1	0	xz-x86-9e	536	0	536	489	9.611452	0	0	11	1
cold-image	unknown	@optionalfeatures.png	483	1	0	zstd-x86-19	497	0	497	489	1.635992	0	0	9	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	0	raw-aahl	278885	0	278885	278885	0.000000	0	0	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	1	raw-aahl	278885	0	278885	278885	0.000000	0	0	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	2	raw-aahl	278885	0	278885	278885	0.000000	0	0	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	0	bcj-base0	278885	5	278890	278885	0.001793	5881	0	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	1	bcj-base0	278885	5	278890	278885	0.001793	5881	1	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	2	bcj-base0	278885	5	278890	278885	0.001793	5881	1	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	0	bcj-x86	278885	5	278890	278885	0.001793	6619	1	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	1	bcj-x86	278885	5	278890	278885	0.001793	6619	1	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	2	bcj-x86	278885	5	278890	278885	0.001793	6619	1	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	0	bcj-x64	278885	5	278890	278885	0.001793	7904	1	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	1	bcj-x64	278885	5	278890	278885	0.001793	7904	1	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	2	bcj-x64	278885	5	278890	278885	0.001793	7904	1	0	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	0	xz-x86-9e	253940	0	253940	278885	-8.944547	0	0	91	1
cold-image	unknown	DesktopKeepOnToastImg.gif	278879	1	0	zstd-x86-19	255526	0	255526	278885	-8.375854	0	0	42	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	0	raw-aahl	4291	0	4291	4291	0.000000	0	0	5	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	1	raw-aahl	4291	0	4291	4291	0.000000	0	0	5	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	2	raw-aahl	4291	0	4291	4291	0.000000	0	0	4	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	0	bcj-base0	4294	5	4299	4291	0.186437	51	0	5	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	1	bcj-base0	4294	5	4299	4291	0.186437	51	0	5	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	2	bcj-base0	4294	5	4299	4291	0.186437	51	0	5	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	0	bcj-x86	4294	5	4299	4291	0.186437	87	0	5	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	1	bcj-x86	4294	5	4299	4291	0.186437	87	0	6	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	2	bcj-x86	4294	5	4299	4291	0.186437	87	0	5	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	0	bcj-x64	4296	5	4301	4291	0.233046	76	0	5	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	1	bcj-x64	4296	5	4301	4291	0.233046	76	0	5	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	2	bcj-x64	4296	5	4301	4291	0.233046	76	0	5	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	0	xz-x86-9e	4156	0	4156	4291	-3.146120	0	0	19	1
cold-image	unknown	DriverStore/FileRepository/nvhmi.inf_amd64_100bbaab6d162c29/NvCamera/Sticker07.png	6342	1	0	zstd-x86-19	4094	0	4094	4291	-4.591004	0	0	9	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	0	raw-aahl	1666	0	1666	1666	0.000000	0	0	2	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	1	raw-aahl	1666	0	1666	1666	0.000000	0	0	3	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	2	raw-aahl	1666	0	1666	1666	0.000000	0	0	3	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	0	bcj-base0	1666	5	1671	1666	0.300120	22	0	3	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	1	bcj-base0	1666	5	1671	1666	0.300120	22	0	2	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	2	bcj-base0	1666	5	1671	1666	0.300120	22	0	2	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	0	bcj-x86	1666	5	1671	1666	0.300120	37	0	2	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	1	bcj-x86	1666	5	1671	1666	0.300120	37	0	2	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	2	bcj-x86	1666	5	1671	1666	0.300120	37	0	2	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	0	bcj-x64	1666	5	1671	1666	0.300120	33	0	2	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	1	bcj-x64	1666	5	1671	1666	0.300120	33	0	2	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	2	bcj-x64	1666	5	1671	1666	0.300120	33	0	2	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	0	xz-x86-9e	1728	0	1728	1666	3.721489	0	0	13	1
cold-image	unknown	HealthSystemToastIcon.png	1660	1	0	zstd-x86-19	1674	0	1674	1666	0.480192	0	0	10	1
cold-image	unknown	PerceptionSimulation/Assets/ClosedHand.png	697	1	0	raw-aahl	687	0	687	687	0.000000	0	0	2	1
cold-image	unknown	PerceptionSimulation/Assets/ClosedHand.png	697	1	1	raw-aahl	687	0	687	687	0.000000	0	0	2	1
cold-image	unknown	PerceptionSimulation/Assets/ClosedHand.png	697	1	2	raw-aahl	687	0	687	687	0.000000	0	0	2	1
